subject,trial,slotchoice,reward,ExpectedValue,RPE
2007,1,3,0,0.000000,0.000000
2007,2,2,0,0.000000,0.000000
2007,3,1,1,0.000000,1.000000
2007,4,2,-1,0.000000,-1.000000
2007,5,1,1,0.320257,0.679743
2007,6,3,0,0.000000,0.000000
2007,7,1,0,0.537950,-0.537950
2007,8,3,0,0.000000,0.000000
2007,9,2,-1,-0.446452,-0.553548
2007,10,3,0,0.000000,0.000000
2007,11,3,0,0.000000,0.000000
2007,12,2,-1,-0.693585,-0.306415
2007,13,1,1,0.297781,0.702219
2007,14,3,1,0.000000,1.000000
2007,15,3,1,0.320257,0.679743
2007,16,3,0,0.537950,-0.537950
2007,17,1,1,0.522672,0.477328
2007,18,1,0,0.675540,-0.675540
2007,19,3,0,0.297781,-0.297781
2007,20,3,0,0.164836,-0.164836
2007,21,2,0,-0.830384,0.830384
2007,22,3,0,0.091245,-0.091245
2007,23,2,-1,-0.564448,-0.435552
2007,24,3,1,0.050508,0.949492
2007,25,1,1,0.373944,0.626056
2007,26,3,0,0.354590,-0.354590
2007,27,1,1,0.574443,0.425557
2007,28,1,1,0.710731,0.289269
2007,29,3,-1,0.196283,-1.196283
2007,30,2,-1,-0.758901,-0.241099
2007,31,1,1,0.803371,0.196629
2007,32,2,-1,-0.866540,-0.133460
2007,33,1,0,0.866343,-0.866343
2007,34,3,0,-0.337800,0.337800
2007,35,1,1,0.479563,0.520437
2007,36,3,-1,-0.229617,-0.770383
2007,37,2,-1,-0.926123,-0.073877
2007,38,2,0,-0.959106,0.959106
2007,39,1,1,0.646237,0.353763
2007,40,3,0,-0.573556,0.573556
2007,41,3,0,-0.389870,0.389870
2007,42,2,-1,-0.651945,-0.348055
2007,43,3,0,-0.265012,0.265012
2007,44,1,1,0.759532,0.240468
2007,45,1,1,0.836544,0.163456
2007,46,1,0,0.888892,-0.888892
2007,47,1,1,0.492044,0.507956
2007,48,2,0,-0.807335,0.807335
2007,49,1,1,0.654721,0.345279
2007,50,1,1,0.765299,0.234701
2007,51,3,0,-0.180140,0.180140
2007,52,2,0,-0.548780,0.548780
2007,53,1,1,0.840464,0.159536
2007,54,3,0,-0.122449,0.122449
2007,55,3,-1,-0.083234,-0.916766
2007,56,1,1,0.891556,0.108444
2007,57,1,1,0.926286,0.073714
2007,58,1,1,0.949894,0.050106
2007,59,1,1,0.965941,0.034059
2007,60,3,-1,-0.492526,-0.507474
2007,61,1,1,0.976848,0.023152
2007,62,1,1,0.984263,0.015737
2007,63,1,1,0.989303,0.010697
2007,64,2,-1,-0.373029,-0.626971
2007,65,3,0,-0.719089,0.719089
2007,66,1,0,0.992729,-0.992729
2007,67,1,1,0.549523,0.450477
2007,68,1,0,0.693792,-0.693792
2007,69,1,0,0.384047,-0.384047
2007,70,1,1,0.212588,0.787412
2007,71,2,-1,-0.652941,-0.347059
2007,72,3,0,-0.488795,0.488795
2007,73,1,1,0.464763,0.535237
2007,74,3,-1,-0.332255,-0.667745
2007,75,3,0,-0.630371,0.630371
2007,76,1,0,0.636177,-0.636177
2007,77,3,0,-0.428490,0.428490
2007,78,1,1,0.352154,0.647846
2007,79,3,0,-0.291263,0.291263
2007,80,3,0,-0.197984,0.197984
2007,81,1,1,0.559632,0.440368
2007,82,1,1,0.700663,0.299337
2007,83,1,1,0.796528,0.203472
2007,84,3,-1,-0.134578,-0.865422
2007,85,3,0,-0.520947,0.520947
2007,86,2,-1,-0.807886,-0.192114
2007,87,3,0,-0.354110,0.354110
2007,88,1,1,0.861691,0.138309
2007,89,1,1,0.905986,0.094014
2007,90,1,1,0.936094,0.063906
2007,91,3,0,-0.240704,0.240704
2007,92,1,1,0.956561,0.043439
2007,93,1,1,0.970472,0.029528
2007,94,1,1,0.979929,0.020071
2007,95,1,0,0.986357,-0.986357
2007,96,3,0,-0.163617,0.163617
2007,97,1,1,0.545996,0.454004
2007,98,3,0,-0.111217,0.111217
2007,99,3,0,-0.075599,0.075599
2007,100,1,1,0.691394,0.308606
