Sub,run,task,fname,efc,fber,dvars_std,dvars_vstd,tsnr,fd_mean,gsr_x,gsr_y,aor,aqi,is_outlier
sub-216,02,cardgame,sub-216_task-cardgame_run-02_bold.json,0.6009628460906319,345.3292236328125,1.0658667601171872,1.073732667382812,36.788089752197266,0.12244221800739213,0.01470146980136633,0.024425707757472992,0.004467392996108949,0.01192719354085603,False
sub-216,01,cardgame,sub-216_task-cardgame_run-01_bold.json,0.6007933729106314,345.2906188964844,1.0415944180544745,1.0280287129571979,35.32324981689453,0.12968837296728097,0.014664835296571255,0.025213222950696945,0.002816356589147287,0.014087255348837209,False
sub-212,01,cardgame,sub-212_task-cardgame_run-01_bold.json,0.6031568394085762,485.16552734375,1.0178411996874994,0.9872926619140631,45.60597610473633,0.1880966612510944,0.013124490156769753,0.03685137629508972,0.0013812451361867705,0.010844717081712063,False
sub-212,02,cardgame,sub-212_task-cardgame_run-02_bold.json,0.560079594048423,551.5765380859375,1.1011751179766538,1.0648208571206226,43.384952545166016,0.40497557737144213,0.021189050748944283,0.037852343171834946,0.005746395348837209,0.01412519027131783,True
sub-218,02,cardgame,sub-218_task-cardgame_run-02_bold.json,0.5844439144812651,547.0439453125,1.11940195614786,1.0591228182490269,32.733516693115234,0.5780480129070263,0.008389369584619999,0.02944849245250225,0.010787906976744187,0.020710554302325584,True
sub-218,03,cardgame,sub-218_task-cardgame_run-03_bold.json,0.5848274066550987,521.6581420898438,0.9918562284375001,0.9884990305859368,26.40921974182129,0.7614312168169949,0.008975562639534473,0.028149615973234177,0.008743618677042802,0.030384156420233465,True
sub-218,01,cardgame,sub-218_task-cardgame_run-01_bold.json,0.5835219903364344,546.8051147460938,1.0252786869649801,0.9947458958754856,47.0977783203125,0.1523881047769191,0.009192594327032566,0.029376327991485596,0.0010455813953488375,0.010101853062015503,False
sub-228,03,cardgame,sub-228_task-cardgame_run-03_bold.json,0.6064470579216777,384.2727966308594,1.035263807968749,1.0251899322656248,35.19005584716797,0.21657234466670142,-0.002734898589551449,0.03815850615501404,0.0017343190661478598,0.013621131945525292,False
sub-228,01,cardgame,sub-228_task-cardgame_run-01_bold.json,0.6007221493803581,419.0155334472656,1.0156976149027233,0.9954097058365765,36.600406646728516,0.2089666615171315,-0.0007284326711669564,0.03613361343741417,0.0007140310077519379,0.012940428488372093,False
sub-228,02,cardgame,sub-228_task-cardgame_run-02_bold.json,0.6022500459088909,424.6719970703125,1.0329376167578124,1.013789161679687,39.037933349609375,0.1944797015922219,-0.0019257905660197139,0.03701947256922722,0.0008540856031128406,0.010446999571984436,False
sub-221,01,cardgame,sub-221_task-cardgame_run-01_bold.json,0.5725890540098317,345.87335205078125,0.9870508667187502,0.9912604489062501,24.223684310913086,0.17726119236879023,-0.0023024925030767918,0.028874799609184265,0.0011134630350194555,0.01299568560311284,False
sub-221,02,cardgame,sub-221_task-cardgame_run-02_bold.json,0.5716525964821639,362.1756896972656,0.9872971365369646,0.9881619898443579,24.95911407470703,0.21219776599164586,-0.003090920392423868,0.03160738945007324,0.001009922480620155,0.010520766666666665,False
sub-221,03,cardgame,sub-221_task-cardgame_run-03_bold.json,0.5660415659543072,368.77093505859375,1.0496422831128405,1.0512253810894947,24.607540130615234,0.2553665310011473,0.00032841230859048665,0.03027411364018917,0.004405310077519379,0.010663626279069766,False
