subject,trial,slotchoice,reward,ExpectedValue,RPE
2007,1,3,2,2.000000,0.000000
2007,2,1,2,2.000000,0.000000
2007,3,3,3,2.000000,1.000000
2007,4,3,2,2.109324,-0.109324
2007,5,2,1,2.000000,-1.000000
2007,6,3,1,2.097373,-1.097373
2007,7,3,2,1.977403,0.022597
2007,8,3,2,1.979873,0.020127
2007,9,1,3,2.000000,1.000000
2007,10,1,3,2.109324,0.890676
2007,11,1,3,2.206697,0.793303
2007,12,3,2,1.982074,0.017926
2007,13,3,2,1.984034,0.015966
2007,14,1,3,2.293424,0.706576
2007,15,2,2,1.890676,0.109324
2007,16,3,2,1.985779,0.014221
2007,17,2,1,1.902627,-0.902627
2007,18,1,3,2.370670,0.629330
2007,19,2,2,1.803948,0.196052
2007,20,3,2,1.987334,0.012666
2007,21,1,3,2.439471,0.560529
2007,22,1,3,2.500751,0.499249
2007,23,3,2,1.988718,0.011282
2007,24,1,3,2.555331,0.444669
2007,25,1,2,2.603944,-0.603944
2007,26,1,3,2.537918,0.462082
2007,27,2,1,1.825382,-0.825382
2007,28,3,2,1.989952,0.010048
2007,29,3,2,1.991050,0.008950
2007,30,3,2,1.992029,0.007971
2007,31,1,3,2.588435,0.411565
2007,32,3,2,1.992900,0.007100
2007,33,3,2,1.993676,0.006324
2007,34,1,3,2.633429,0.366571
2007,35,1,3,2.673504,0.326496
2007,36,1,3,2.709198,0.290802
2007,37,3,2,1.994368,0.005632
2007,38,1,3,2.740990,0.259010
2007,39,3,2,1.994983,0.005017
2007,40,1,2,2.769306,-0.769306
2007,41,3,2,1.995532,0.004468
2007,42,2,1,1.735147,-0.735147
2007,43,3,2,1.996020,0.003980
2007,44,1,3,2.685202,0.314798
2007,45,3,2,1.996455,0.003545
2007,46,3,2,1.996843,0.003157
2007,47,3,3,1.997188,1.002812
2007,48,3,2,2.106820,-0.106820
2007,49,1,3,2.719617,0.280383
2007,50,1,3,2.750270,0.249730
2007,51,1,3,2.777571,0.222429
2007,52,1,3,2.801888,0.198112
2007,53,3,2,2.095142,-0.095142
2007,54,3,2,2.084741,-0.084741
2007,55,3,3,2.075476,0.924524
2007,56,3,2,2.176549,-0.176549
2007,57,3,2,2.157248,-0.157248
2007,58,1,3,2.823547,0.176453
2007,59,3,2,2.140057,-0.140057
2007,60,1,3,2.842837,0.157163
2007,61,1,2,2.860019,-0.860019
2007,62,3,2,2.124745,-0.124745
2007,63,1,3,2.765998,0.234002
2007,64,1,2,2.791580,-0.791580
2007,65,1,3,2.705041,0.294959
2007,66,1,3,2.737287,0.262713
2007,67,3,2,2.111108,-0.111108
2007,68,1,3,2.766008,0.233992
2007,69,1,3,2.791589,0.208411
2007,70,3,2,2.098961,-0.098961
2007,71,1,3,2.814374,0.185626
2007,72,1,3,2.834667,0.165333
2007,73,1,3,2.852742,0.147258
2007,74,1,3,2.868841,0.131159
2007,75,3,2,2.088142,-0.088142
2007,76,3,2,2.078506,-0.078506
2007,77,1,3,2.883180,0.116820
2007,78,1,3,2.895951,0.104049
2007,79,3,3,2.069923,0.930077
2007,80,3,2,2.171603,-0.171603
2007,81,1,3,2.907326,0.092674
2007,82,3,3,2.152843,0.847157
2007,83,1,3,2.917458,0.082542
2007,84,1,2,2.926482,-0.926482
2007,85,3,2,2.245458,-0.245458
2007,86,3,1,2.218623,-1.218623
2007,87,2,1,1.654778,-0.654778
2007,88,1,3,2.825195,0.174805
2007,89,1,3,2.844305,0.155695
2007,90,3,2,2.085398,-0.085398
2007,91,1,3,2.861326,0.138674
2007,92,3,2,2.076062,-0.076062
2007,93,1,3,2.876487,0.123513
2007,94,1,3,2.889990,0.110010
2007,95,3,2,2.067747,-0.067747
2007,96,3,2,2.060340,-0.060340
2007,97,3,2,2.053744,-0.053744
2007,98,1,2,2.902017,-0.902017
2007,99,1,2,2.803404,-0.803404
2007,100,3,3,2.047868,0.952132
