subject,trial,slotchoice,reward,ExpectedValue,RPE
1030,1,3,-1,-0.895677,-0.104323
1030,2,2,-1,-0.895677,-0.104323
1030,3,2,-1,-0.905640,-0.094360
1030,4,-99,-199,-99.000000,-99.000000
1030,5,3,1,-0.905640,1.905640
1030,6,3,0,-0.723652,0.723652
1030,7,-99,-199,-99.000000,-99.000000
1030,8,3,1,-0.654544,1.654544
1030,9,-99,-199,-99.000000,-99.000000
1030,10,3,-1,-0.496536,-0.503464
1030,11,3,1,-0.544616,1.544616
1030,12,3,0,-0.397106,0.397106
1030,13,2,0,-0.914651,0.914651
1030,14,3,0,-0.359183,0.359183
1030,15,3,-1,-0.324881,-0.675119
1030,16,3,1,-0.389355,1.389355
1030,17,3,-1,-0.256672,-0.743328
1030,18,3,0,-0.327659,0.327659
1030,19,3,-1,-0.296368,-0.703632
1030,20,3,-1,-0.363565,-0.636435
1030,21,1,1,-0.895677,1.895677
1030,22,-99,-199,-99.000000,-99.000000
1030,23,1,1,-0.714641,1.714641
1030,24,-99,-199,-99.000000,-99.000000
1030,25,3,1,-0.424344,1.424344
1030,26,2,0,-0.827303,0.827303
1030,27,-99,-199,-99.000000,-99.000000
1030,28,3,1,-0.288320,1.288320
1030,29,3,1,-0.165286,1.165286
1030,30,3,0,-0.054002,0.054002
1030,31,-99,-199,-99.000000,-99.000000
1030,32,3,-1,-0.048844,-0.951156
1030,33,3,1,-0.139679,1.139679
1030,34,-99,-199,-99.000000,-99.000000
1030,35,3,-1,-0.030841,-0.969159
1030,36,-99,-199,-99.000000,-99.000000
1030,37,3,-1,-0.123395,-0.876605
1030,38,-99,-199,-99.000000,-99.000000
1030,39,1,0,-0.550894,0.550894
1030,40,-99,-199,-99.000000,-99.000000
1030,41,3,0,-0.207110,0.207110
1030,42,-99,-199,-99.000000,-99.000000
1030,43,1,1,-0.498284,1.498284
1030,44,3,1,-0.187331,1.187331
1030,45,3,-1,-0.073942,-0.926058
1030,46,3,0,-0.162380,0.162380
1030,47,3,-1,-0.146873,-0.853127
1030,48,1,1,-0.355198,1.355198
1030,49,-99,-199,-99.000000,-99.000000
1030,50,1,1,-0.225777,1.225777
1030,51,3,-1,-0.228346,-0.771654
1030,52,3,0,-0.302038,0.302038
1030,53,3,-1,-0.273194,-0.726806
1030,54,3,1,-0.342604,1.342604
1030,55,1,1,-0.108716,1.108716
1030,56,3,0,-0.214386,0.214386
1030,57,3,1,-0.193912,1.193912
1030,58,3,0,-0.079894,0.079894
1030,59,-99,-199,-99.000000,-99.000000
1030,60,3,1,-0.072264,1.072264
1030,61,3,1,0.030137,0.969863
1030,62,3,-1,0.122758,-1.122758
1030,63,3,-1,0.015535,-1.015535
1030,64,1,1,-0.002834,1.002834
1030,65,3,-1,-0.081448,-0.918552
1030,66,1,1,0.092936,0.907064
1030,67,-99,-199,-99.000000,-99.000000
1030,68,3,0,-0.169169,0.169169
1030,69,-99,-199,-99.000000,-99.000000
1030,70,-99,-199,-99.000000,-99.000000
1030,71,3,1,-0.153014,1.153014
1030,72,1,1,0.179560,0.820440
1030,73,1,0,0.257912,-0.257912
1030,74,1,0,0.233281,-0.233281
1030,75,1,1,0.211003,0.788997
1030,76,3,-1,-0.042901,-0.957099
1030,77,1,1,0.286352,0.713648
1030,78,1,1,0.354505,0.645495
1030,79,3,-1,-0.134304,-0.865696
1030,80,-99,-199,-99.000000,-99.000000
1030,81,-99,-199,-99.000000,-99.000000
1030,82,3,0,-0.216977,0.216977
1030,83,1,1,0.416149,0.583851
1030,84,-99,-199,-99.000000,-99.000000
1030,85,3,1,-0.196256,1.196256
1030,86,3,0,-0.082014,0.082014
1030,87,3,1,-0.074182,1.074182
1030,88,-99,-199,-99.000000,-99.000000
1030,89,3,0,0.028402,-0.028402
1030,90,1,0,0.471907,-0.471907
1030,91,1,1,0.426840,0.573160
1030,92,1,1,0.481576,0.518424
1030,93,1,1,0.531086,0.468914
1030,94,3,0,0.025690,-0.025690
1030,95,3,-1,0.023236,-1.023236
1030,96,3,1,-0.074482,1.074482
1030,97,3,-1,0.028130,-1.028130
1030,98,3,1,-0.070056,1.070056
1030,99,3,0,0.032134,-0.032134
1030,100,1,1,0.575867,0.424133
