subject,trial,slotchoice,reward,ExpectedValue,RPE
2008,1,2,-1,0.000000,-1.000000
2008,2,3,-1,0.000000,-1.000000
2008,3,1,0,0.000000,0.000000
2008,4,1,1,0.000000,1.000000
2008,5,2,-1,-0.223764,-0.776236
2008,6,1,0,0.273240,-0.273240
2008,7,3,0,-0.223764,0.223764
2008,8,3,0,-0.162623,0.162623
2008,9,1,1,0.212098,0.787902
2008,10,1,0,0.427384,-0.427384
2008,11,3,0,-0.118188,0.118188
2008,12,1,1,0.331751,0.668249
2008,13,3,0,-0.085894,0.085894
2008,14,3,0,-0.062424,0.062424
2008,15,3,0,-0.045368,0.045368
2008,16,3,0,-0.032971,0.032971
2008,17,3,0,-0.023962,0.023962
2008,18,3,0,-0.017415,0.017415
2008,19,3,0,-0.012656,0.012656
2008,20,1,1,0.514343,0.485657
2008,21,1,1,0.647044,0.352956
2008,22,3,1,-0.009198,1.009198
2008,23,3,1,0.266555,0.733445
2008,24,1,1,0.743485,0.256515
2008,25,3,0,0.466961,-0.466961
2008,26,1,1,0.813575,0.186425
2008,27,3,0,0.362472,-0.362472
2008,28,1,1,0.864514,0.135486
2008,29,1,1,0.901534,0.098466
2008,30,1,1,0.928439,0.071561
2008,31,3,0,0.281364,-0.281364
2008,32,1,0,0.947992,-0.947992
2008,33,3,0,0.218405,-0.218405
2008,34,3,0,0.169534,-0.169534
2008,35,1,1,0.735866,0.264134
2008,36,3,0,0.131598,-0.131598
2008,37,3,0,0.102151,-0.102151
2008,38,1,1,0.808038,0.191962
2008,39,1,1,0.860490,0.139510
2008,40,1,1,0.898609,0.101391
2008,41,1,0,0.926313,-0.926313
2008,42,1,1,0.719038,0.280962
2008,43,3,0,0.079294,-0.079294
2008,44,3,0,0.061551,-0.061551
2008,45,3,0,0.047778,-0.047778
2008,46,1,1,0.795808,0.204192
2008,47,1,1,0.851601,0.148399
2008,48,3,0,0.037087,-0.037087
2008,49,3,0,0.028788,-0.028788
2008,50,3,0,0.022346,-0.022346
2008,51,1,1,0.892150,0.107850
2008,52,1,1,0.921619,0.078381
2008,53,1,1,0.943036,0.056964
2008,54,3,1,0.017346,0.982654
2008,55,1,1,0.958600,0.041400
2008,56,1,0,0.969912,-0.969912
2008,57,1,1,0.752881,0.247119
2008,58,1,1,0.820404,0.179596
2008,59,1,1,0.869477,0.130523
2008,60,3,-1,0.285846,-1.285846
2008,61,3,0,-0.001880,0.001880
2008,62,1,1,0.905141,0.094859
2008,63,1,1,0.931060,0.068940
2008,64,1,1,0.949897,0.050103
2008,65,3,0,-0.001366,0.001366
2008,66,1,1,0.963587,0.036413
2008,67,1,0,0.973537,-0.973537
2008,68,3,0,-0.000993,0.000993
2008,69,3,1,-0.000721,1.000721
2008,70,3,-1,0.272715,-1.272715
2008,71,3,0,-0.012072,0.012072
2008,72,3,0,-0.008774,0.008774
2008,73,3,0,-0.006376,0.006376
2008,74,1,1,0.755695,0.244305
2008,75,3,0,-0.004634,0.004634
2008,76,1,1,0.822448,0.177552
2008,77,3,0,-0.003368,0.003368
2008,78,1,1,0.870963,0.129037
2008,79,1,1,0.906221,0.093779
2008,80,3,0,-0.002448,0.002448
2008,81,1,1,0.931845,0.068155
2008,82,1,1,0.950468,0.049532
2008,83,1,1,0.964002,0.035998
2008,84,1,0,0.973838,-0.973838
2008,85,3,0,-0.001779,0.001779
2008,86,3,0,-0.001293,0.001293
2008,87,2,0,-0.397457,0.397457
2008,88,1,0,0.755928,-0.755928
2008,89,1,1,0.586779,0.413221
2008,90,3,0,-0.000940,0.000940
2008,91,3,0,-0.000683,0.000683
2008,92,1,0,0.699687,-0.699687
2008,93,3,0,-0.000496,0.000496
2008,94,3,1,-0.000361,1.000361
2008,95,1,1,0.543123,0.456877
2008,96,3,0,0.272977,-0.272977
2008,97,3,-1,0.211895,-1.211895
2008,98,1,1,0.667960,0.332040
2008,99,1,1,0.758686,0.241314
2008,100,3,1,-0.059283,1.059283
